DBCODE,ENTITY,SITE,REACH_TYPE,DATE,WOOD_PIECE,DIAMETER_1,DIAMETER_2,WOOD_LENGTH
AS010,4,"STR",OG,2014-07-28,1,55,55,460
AS010,4,"STR",OG,2014-07-28,2,38,37,425
AS010,4,"STR",OG,2014-07-28,3,24,23,380
AS010,4,"STR",OG,2014-07-28,4,58,58,360
AS010,4,"STR",OG,2014-07-28,5,46,43,350
AS010,4,"STR",OG,2014-07-28,6,17,16,340
AS010,4,"STR",OG,2014-07-28,7,23,36,120
AS010,4,"STR",OG,2014-07-28,8,50,52,290
AS010,4,"STR",OG,2014-07-28,9,27,28,290
AS010,4,"STR",OG,2014-07-28,10,74,105,747
AS010,4,"STR",OG,2014-07-28,11,32,33,600
AS010,4,"STR",OG,2014-07-28,12,48,35,545
AS010,4,"STR",OG,2014-07-28,13,25,23,175
AS010,4,"STR",OG,2014-07-28,14,100,65,170
AS010,4,"STR",OG,2014-07-28,15,40,38,160
AS010,4,"STR",OG,2014-07-28,16,65,68,140
AS010,4,"STR",OG,2014-07-28,17,50,53,140
AS010,4,"STR",OG,2014-07-28,18,26,20,130
AS010,4,"STR",OG,2014-07-28,19,45,44,190
AS010,4,"STR",OG,2014-07-28,20,48,37,190
AS010,4,"STR",OG,2014-07-28,21,19,17,190
AS010,4,"STR",OG,2014-07-28,22,43,40,280
AS010,4,"STR",OG,2014-07-28,23,20,16,260
AS010,4,"STR",OG,2014-07-28,24,23,30,250
AS010,4,"STR",OG,2014-07-28,25,44,38,240
AS010,4,"STR",OG,2014-07-28,26,22,23,240
AS010,4,"STR",OG,2014-07-28,27,53,52,220
AS010,4,"STR",SG,2014-07-28,1,10,17,500
AS010,4,"STR",SG,2014-07-28,2,125,85,440
AS010,4,"STR",SG,2014-07-28,3,10,50,390
AS010,4,"STR",SG,2014-07-28,4,23,55,335
AS010,4,"STR",SG,2014-07-28,5,95,55,120
AS010,4,"STR",SG,2014-07-28,6,120,130,110
AS010,4,"STR",SG,2014-07-28,7,13,13,210
AS010,4,"STR",SG,2014-07-28,8,17,20,200
AS010,4,"STR",SG,2014-07-28,9,13,10,200
AS010,4,"STR",SG,2014-07-28,10,180,110,180
AS010,4,"STR",SG,2014-07-28,11,24,26,250
AS010,4,"STR",SG,2014-07-28,12,12,14,240
AS010,4,"STR",SG,2014-07-28,13,250,120,220
AS010,4,"STR",SG,2014-07-28,14,16,14,215
